name	level	cui
silodosin	5.0	C1870115
prednisolone and antiinfectives	5.0	C3653054
senna glycosides	5.0	C3489575
glutamine	5.0	C0017797
hydrocortisone buteprate	5.0	C0063076
rimiterol	5.0	C0035633
ornipressin	5.0	C0029276
chlormethine	5.0	C0025033
buprenorphine	5.0	C0006405
tagraxofusp	5.0	C4746084
meladrazine	5.0	C0065895
carteolol	5.0	C0007299
procarbazine	5.0	C0033223
moxonidine	5.0	C0066837
begelomab	5.0	C4059170
peginterferon alfa-2b, combinations	5.0	C3652608
dexlansoprazole	5.0	C2348248
desonide and antiseptics	5.0	C3652991
estradiol	5.0	C0014912
pilocarpine	5.0	C0031923
bephenium	5.0	C0356357
mesterolone	5.0	C0025503
meglutol	5.0	C0000402
osilodrostat	5.0	C4330903
ciclopirox	5.0	C0055711
procaine, combinations	5.0	C3653104
mefenorex	5.0	C0065870
moracizine	5.0	C0079856
zinc acetate	5.0	C0149368
dicycloverine	5.0	C0012125
sotalol and thiazides	5.0	C3652711
acetyldigoxin, combinations	5.0	C3653187
hexetidine	5.0	C0019468
hydroxycarbamide	5.0	C0020402
ferric hydroxide	5.0	C0060236
prenalterol	5.0	C0033051
propiomazine	5.0	C0033473
metformin and evogliptin	5.0	C4542173
terfenadine	5.0	C0085173
eritrityl tetranitrate, combinations	5.0	C3652877
mold fungus and yeast fungus allergenic extracts	5.0	C3653277
terodiline	5.0	C0076126
corifollitropin alfa	5.0	C2713522
butylscopolamine and analgesics	5.0	C3652996
cyproterone and estrogen	5.0	C3652457
s-atenolol	5.0	C3652674
carbenoxolone	5.0	C0006979
betamethasone and antibiotics	5.0	C3652905
belantamab mafodotin	5.0	C5227411
batroxobin	5.0	C0035158
bucetin, combinations with psycholeptics	5.0	C3653268
dostarlimab	5.0	C5242455
sucroferric oxyhydroxide	5.0	C3696416
anethole trithione	5.0	C0002937
enflurane	5.0	C0014277
methacetin (13C)	5.0	C4301620
bufylline	5.0	C3652921
quazepam	5.0	C0072828
aldosterone	5.0	C0002006
scopolamine	5.0	C0036442
vitamin A concentrates	5.0	C3652578
linezolid	5.0	C0663241
ketorolac	5.0	C0073631
regadenoson	5.0	C1698215
hyaluronic acid, combinations	5.0	C3653119
technetium (99mTc) succimer	5.0	C0075928
brinzolamide, combinations	5.0	C3871461
melitracen	5.0	C1377670
pitolisant	5.0	C3529928
camylofin	5.0	C0054568
indometacin, combinations	5.0	C3653099
larotrectinib	5.0	C4524315
quinethazone	5.0	C0164608
Specific immunoglobulin combinations	5.0	C3539969
melphalan flufenamide	5.0	C1435749
doxazosin	5.0	C0114873
valaciclovir	5.0	C0249458
calcipotriol	5.0	C0065767
oxyphencyclimine and psycholeptics	5.0	C3652889
fluocinonide and antibiotics	5.0	C3652970
ornidazole	5.0	C0029274
tedisamil	5.0	C0076034
indium (111In) imciromab	5.0	C4317304
etallobarbital	5.0	C3652697
aminohippuric acid	5.0	C0030123
phensuximide	5.0	C0070592
empegfilgrastim	5.0	C4301614
metoprolol and ivabradine	5.0	C4301623
ferrous iodine	5.0	C3652687
contact laxatives in combination with belladonna alkaloids	5.0	C3653258
sodium monofluorophosphate	5.0	C0142890
sulfametrole and trimethoprim	5.0	C2146454
allobarbital	5.0	C0002132
oxacillin	5.0	C0029983
pancreozymin (cholecystokinin)	5.0	C0008328
dimetindene	5.0	C0012390
teicoplanin	5.0	C0145106
cobalt (57Co) cyanocobalamine	5.0	C0304961
deflazacort	5.0	C0057258
diphenoxylate	5.0	C0012525
pinacidil and diuretics	5.0	C3653052
tiludronic acid	5.0	C0043611
darunavir and cobicistat	5.0	C3871454
tegafur, combinations	5.0	C3652809
calcium phosphate	5.0	C0006711
ranibizumab	5.0	C1566537
estazolam	5.0	C0014892
technetium (99mTc) antigranulocyte antibody	5.0	C3652649
dantron, incl. combinations	5.0	C3653158
alvimopan	5.0	C1508750
estramustine	5.0	C0014921
opium alkaloids with morphine	5.0	C3653242
antiinfectives, combinations	5.0	C3652442
oxeladin	5.0	C0069753
insulin degludec and insulin aspart	5.0	C3658013
nomegestrol and estrogen	5.0	C3700398
tiapride	5.0	C0040180
betazole	5.0	C0005321
zidovudine, lamivudine and nevirapine	5.0	C1827180
yohimbine	5.0	C0724441
furosemide and potassium-sparing agents	5.0	C3652969
ramucirumab	5.0	C2742502
mersalyl	5.0	C0025446
magnesium lactate	5.0	C0717900
ubidecarenone	5.0	C0041536
ursodeoxycholic acid	5.0	C0042105
hydroxocobalamin	5.0	C0020316
insulin (beef)	5.0	C0304866
etanercept	5.0	C0717758
retapamulin	5.0	C1703334
levomilnacipran	5.0	C3541367
ivosidenib	5.0	C4682397
nitroxoline	5.0	C0068881
fluorocarbon blood substitutes	5.0	C3652566
methylprednisolone	5.0	C0025815
sulfamethoxazole and trimethoprim	5.0	C0041044
ioglicic acid	5.0	C0063806
phenylephrine, combinations	5.0	C3652906
homatropine methylbromide	5.0	C0062923
meningococcus A, purified polysaccharides antigen	5.0	C3652507
artesunate and mefloquine	5.0	C3652933
rociletinib	5.0	C4045493
calcium acetate and magnesium carbonate	5.0	C0717539
lutetium (177Lu) oxodotreotide	5.0	C3272344
choline salicylate	5.0	C0055573
virginiamycin	5.0	C0042754
bentazepam	5.0	C0053117
dihydrocodeine	5.0	C0058056
diroximel fumarate	5.0	C5139729
tenoxicam	5.0	C0076096
encephalitis, Japanese, live attenuated	5.0	C3700406
sulfur	5.0	C0038774
perindopril, amlodipine and indapamide	5.0	C3700397
norepinephrine	5.0	C0028351
erdosteine	5.0	C0059506
ethyl loflazepate	5.0	C0059772
mesoridazine	5.0	C0025497
codeine, combinations excl. psycholeptics	5.0	C3653191
opium	5.0	C0029112
bethanechol	5.0	C0053526
cefetamet	5.0	C0055004
tropenzilone and analgesics	5.0	C3653072
fluperolone	5.0	C3652595
domiodol	5.0	C0048365
zipeprol	5.0	C0078811
prilocaine	5.0	C0033124
amezinium metilsulfate	5.0	C0771147
technetium (99mTc) human albumin	5.0	C3652587
eslicarbazepine	5.0	C2725260
oxypertine	5.0	C0030077
nivolumab	5.0	C3657270
articaine, combinations	5.0	C3653179
dihydroxialumini sodium carbonate	5.0	C3652662
doxercalciferol	5.0	C0043668
alginic acid	5.0	C0051156
tenofovir disoproxil	5.0	C0963398
bupivacaine	5.0	C0006400
ropeginterferon alfa-2b	5.0	C4542175
arsenic trioxide	5.0	C0052416
house dust mites	5.0	C3539110
desloratadine	5.0	C0908935
dipyrocetyl, combinations with psycholeptics	5.0	C3653255
dextromethorphan	5.0	C0011816
dimenhydrinate, combinations	5.0	C5783054
conjugated estrogens	5.0	C0014938
desvenlafaxine	5.0	C1880288
metipranolol and thiazides, combinations	5.0	C3652891
mephenytoin	5.0	C0025381
magaldrate and antiflatulents	5.0	C3652957
loperamide, combinations	5.0	C3652856
acitretin	5.0	C0050559
amenamevir	5.0	C2983876
valsartan and diuretics	5.0	C3653023
ciclesonide	5.0	C0907850
sucralfate	5.0	C0038633
ramipril and bisoprolol	5.0	C5432212
nabilone	5.0	C0068333
acalabrutinib	5.0	C4078312
lysozyme	5.0	C3541379
clascoterone	5.0	C4730996
parecoxib	5.0	C0915142
emylcamate	5.0	C0175159
lincomycin	5.0	C0023726
azapetine	5.0	C0052752
ciclonium and analgesics	5.0	C3652981
reproterol and sodium cromoglicate	5.0	C3652888
haemophilus influenzae B, combinations with meningococcus C, conjugated	5.0	C3653250
zotepine	5.0	C0078849
metildigoxin	5.0	C0025132
tislelizumab	5.0	C4733463
letrozole	5.0	C0246421
tetanus toxoid, combinations with diphtheria toxoid	5.0	C3653220
emedastine	5.0	C0064263
bamethan	5.0	C0004718
flufenamic acid	5.0	C0016282
piroxicam	5.0	C0031990
hyoscyamine	5.0	C0596004
opium derivatives and mucolytics	5.0	C3652987
urapidil	5.0	C0077857
cobalt (58Co) cyanocobalamine	5.0	C3652570
methyprylon	5.0	C0025840
cefotaxime	5.0	C0007554
paracetamol	5.0	C0000970
simvastatin and ezetimibe	5.0	C1532737
amodiaquine	5.0	C0002641
iodine iolopride (123I)	5.0	C3652650
antazoline	5.0	C0003143
cinolazepam	5.0	C0164835
ethyl hydroxybenzoate	5.0	C3652694
taliglucerase alfa	5.0	C3273401
metadoxine	5.0	C0066042
dienestrol	5.0	C0012145
hexobarbital	5.0	C0019469
aminophylline	5.0	C0002575
ampicillin, combinations	5.0	C3653180
iotalamic acid	5.0	C0022034
other medicated shampoos in ATC	5.0	C3539125
cefepime and amikacin	5.0	C3871460
lusutrombopag	5.0	C4309207
xylometazoline, combinations	5.0	C3652840
bendroflumethiazide	5.0	C0004975
levofloxacin	5.0	C0282386
bevonium	5.0	C0053533
dinoprostone	5.0	C0012472
pertuzumab and trastuzumab	5.0	C5432211
clomethiazole, combinations	5.0	C3653087
dithranol, combinations	5.0	C3653144
medroxyprogesterone	5.0	C0025147
adinazolam	5.0	C0050844
valganciclovir	5.0	C0909381
caffeine	5.0	C0006644
attapulgite, combinations	5.0	C3653177
isoprenaline and other drugs for obstructive airway diseases	5.0	C3652959
azelaic acid	5.0	C0052761
clobetasone and antiinfectives	5.0	C3652992
hydrocortisone butyrate	5.0	C0352536
mesuximide	5.0	C0109002
piperidolate	5.0	C0163025
bezafibrate	5.0	C0005330
capsaicin	5.0	C0006931
cefoperazone and beta-lactamase inhibitor	5.0	C4542191
sutimlimab	5.0	C4727016
salicylamide	5.0	C0036071
cinchophen	5.0	C0008793
ceftazidime and beta-lactamase inhibitor	5.0	C4542193
lansoprazole, clarithromycin and tinidazole	5.0	C3871444
levocetirizine	5.0	C1174893
elvitegravir	5.0	C2606637
tetryzoline, combinations	5.0	C3652618
desoxyribonuclease	5.0	C0011522
etofamide	5.0	C0059867
apronal	5.0	C3652934
delafloxacin	5.0	C2828290
rokitamycin	5.0	C0073560
amoxicillin	5.0	C0002645
perflutren, human albumin microspheres	5.0	C4721945
teprotumumab	5.0	C2987429
mercuric amidochloride	5.0	C3652449
talbutal	5.0	C0301407
pyrantel	5.0	C0034235
bedaquiline	5.0	C1664205
darbepoetin alfa	5.0	C0937950
mineral salts in combination	5.0	C3652549
sulfamoxole	5.0	C0038700
antimony pentasulfide	5.0	C0637887
vidarabine	5.0	C0042646
metoclopramide	5.0	C0025853
caspofungin	5.0	C0537894
indium (111In) antiovariumcarcinoma antibody	5.0	C3652654
haemophilus influenzae B, purified antigen conjugated	5.0	C3652496
ivermectin	5.0	C0022322
eravacycline	5.0	C4045520
febarbamate	5.0	C0060130
quinidine	5.0	C0034414
interferon alfa-n1	5.0	C0699817
mometasone, combinations	5.0	C5432210
diphtheria-rubella-tetanus	5.0	C3652590
arginine hydrochloride	5.0	C0301556
tuaminoheptane	5.0	C0642440
ponesimod	5.0	C2934701
technetium (99mTc) antimelanoma antibody	5.0	C3652623
eteplirsen	5.0	C4283710
thiamine (vit B1)	5.0	C0039840
benfluorex	5.0	C0053105
sulfafenazol	5.0	C0038706
mecobalamin	5.0	C0065844
ibrexafungerp	5.0	C5206403
clorexolone	5.0	C0055938
tenonitrozole	5.0	C0771436
sotalol and acetylsalicylic acid	5.0	C4301628
ziconotide	5.0	C0211011
prenylamine, combinations	5.0	C3653106
tafluprost	5.0	C1451502
zidovudine	5.0	C0043474
pleconaril	5.0	C0759032
tolterodine	5.0	C0388753
trifluridine, combinations	5.0	C3871425
pyrethrum, combinations	5.0	C3653084
tiemonium iodide	5.0	C0076664
fluciclovine (18F)	5.0	C1311253
benazepril	5.0	C0053091
influenza, inactivated, whole virus	5.0	C3652557
nitroprusside	5.0	C0028193
brinzolamide	5.0	C0673966
fidaxomicin	5.0	C0065023
hexobendine	5.0	C0019471
diphtheria-hepatitis B-tetanus	5.0	C3652915
theodrenaline	5.0	C0068955
nifenazone	5.0	C0068738
dimemorfan	5.0	C0058193
peginesatide	5.0	C3179929
dihydrotachysterol	5.0	C0012319
technetium (99mTc) stannous agent labelled cells	5.0	C3652635
eprazinone	5.0	C0059469
trolnitrate	5.0	C0077377
meningococcus C, purified polysaccharides antigen conjugated	5.0	C3652444
vindesine	5.0	C0042682
phenoxybenzamine	5.0	C0031441
mirtazapine	5.0	C0049506
inositol nicotinate	5.0	C0063584
almotriptan	5.0	C0914729
xenon (133Xe) gas	5.0	C0872916
hexachlorophene	5.0	C0019435
insulin glargine and lixisenatide	5.0	C4293375
molgramostim	5.0	C0218633
organo-heparinoid	5.0	C3652535
typhoid, oral, live attenuated	5.0	C3652524
tolonidine	5.0	C0076803
topotecan	5.0	C0146224
troxerutin, combinations	5.0	C3653093
grepafloxacin	5.0	C0287721
fluoxymesterone	5.0	C0016366
icatibant	5.0	C0246269
tioxolone	5.0	C2699951
nicofuranose	5.0	C0354652
salmeterol and budesonide	5.0	C4059159
benzathine benzylpenicillin	5.0	C0030829
sildenafil	5.0	C0529793
magnesium phosphate	5.0	C0065527
naxitamab	5.0	C4733494
calcium folinate	5.0	C0731033
ethotoin	5.0	C0015046
cetiedil	5.0	C0055146
oliceridine	5.0	C4508938
cromoglicic acid, combinations	5.0	C3653122
erenumab	5.0	C4542165
desoxycortone	5.0	C0011710
Beta-lactamase sensitive penicillin combinations	5.0	C3540722
diphenhydramine methylbromide	5.0	C3273576
pinaverium	5.0	C0071081
laronidase	5.0	C1302054
aloglutamol	5.0	C0051252
latanoprostene bunod	5.0	C4279599
etizolam	5.0	C0059862
anifrolumab	5.0	C4519739
serelaxin	5.0	C3700393
eprozinol	5.0	C0059471
tazarotene	5.0	C0288792
riluzole	5.0	C0073379
faropenem	5.0	C0541153
carbasalate calcium combinations excl. psycholeptics	5.0	C3653199
tropicamide	5.0	C0041190
ofloxacin and ornidazole	5.0	C3871435
lacidipine	5.0	C0064568
rosoxacin	5.0	C0073591
glipizide	5.0	C0017642
oxandrolone	5.0	C0029995
digoxin	5.0	C0012265
salbutamol and beclometasone	5.0	C1828451
medroxyprogesterone and estradiol	5.0	C0939230
finasteride	5.0	C0060389
fluorometholone and antibiotics	5.0	C3652767
cyclobenzaprine	5.0	C0056732
motavizumab	5.0	C2713599
ceftizoxime	5.0	C0007560
practolol	5.0	C0032896
hypromellose	5.0	C0063242
omacetaxine mepesuccinate	5.0	C0062941
alanyl glutamine	5.0	C0051080
poliomyelitis oral, trivalent, live attenuated	5.0	C3652520
codeine and ibuprofen	5.0	C0359620
flomoxef	5.0	C0117881
chlortetracycline	5.0	C0008293
alipogene tiparvovec	5.0	C3653189
carboplatin	5.0	C0079083
iohexol	5.0	C0022005
dextropropoxyphene	5.0	C0033493
phenelzine	5.0	C0031392
aceclidine	5.0	C0000948
quinethazone and potassium	5.0	C3652628
mercury compounds	5.0	C3536917
calcium carbimide	5.0	C1611088
ispaghula (psylla seeds)	5.0	C3652564
pridinol	5.0	C0071968
metreleptin	5.0	C0961965
bupropion	5.0	C0085208
insulin detemir	5.0	C0537270
polihexanide	5.0	C0376892
clebopride	5.0	C0055869
dichlorobenzyl alcohol	5.0	C0057846
linseed	5.0	C0023754
inositol	5.0	C0021547
trypan blue	5.0	C0041213
hydrocortisone and antiinfectives	5.0	C3652907
dihydroergocryptine mesylate	5.0	C0086160
dipyrocetyl, combinations excl. psycholeptics	5.0	C3653208
ambutonium and psycholeptics	5.0	C3653019
bepridil	5.0	C0005116
leptospira vaccines	5.0	C0771771
piperidione	5.0	C0624744
minoxidil	5.0	C0026196
lomefloxacin	5.0	C0065162
trastuzumab deruxtecan	5.0	C4726900
foslevodopa and decarboxylase inhibitor	5.0	C5783057
cefpodoxime	5.0	C0055011
technetium (99mTc) technegas	5.0	C3652627
lumateperone	5.0	C4305843
sulfaguanidine	5.0	C0038681
aprindine	5.0	C0003639
fomivirsen	5.0	C0292819
disulfiram, combinations	5.0	C3653145
triclabendazole	5.0	C0077071
interferon beta-1b	5.0	C0244713
benproperine	5.0	C0772056
botulinum antitoxin	5.0	C0006044
docetaxel	5.0	C0246415
pipemidic acid	5.0	C0031953
chloralodol	5.0	C3652594
bimekizumab	5.0	C4519734
c1-inhibitor, plasma derived	5.0	C2366367
macrogol, combinations	5.0	C3652854
plicamycin	5.0	C0026234
prednylidene	5.0	C0044955
combinations of levothyroxine and liothyronine	5.0	C3653133
glucagon	5.0	C0017687
ceftezole	5.0	C0055013
bentiromide	5.0	C0053122
tetrabenazine	5.0	C0039623
sonidegib	5.0	C3886731
clefamide	5.0	C0610174
tipepidine	5.0	C0076714
tramazoline	5.0	C0076890
beclamide	5.0	C0053067
potassium permanganate	5.0	C0032838
erdafitinib	5.0	C4519323
dihydrocodeine and acetylsalicylic acid	5.0	C4301612
ferrous tartrate	5.0	C3652686
perindopril	5.0	C0136123
potassium perchlorate	5.0	C0071774
favipiravir	5.0	C1138226
josamycin	5.0	C0022419
desipramine	5.0	C0011685
tremelimumab	5.0	C2351038
eptotermin alfa	5.0	C1445625
tocopherol	5.0	C0042874
fenticonazole	5.0	C0060203
alglucosidase alfa	5.0	C1695579
quinupristin/dalfopristin	5.0	C0526513
doxorubicin	5.0	C0013089
ferrous sulfate and folic acid	5.0	C0717768
gold (198Au) colloidal	5.0	C3652483
tesamorelin	5.0	C1876200
etodolac	5.0	C0059865
triticum (wheat fibre)	5.0	C3652539
codeine and acetylsalicylic acid	5.0	C0526510
mepenzolate	5.0	C0360172
imipenem, cilastatin and relebactam	5.0	C5196218
ivacaftor and lumacaftor	5.0	C4033633
nortriptyline	5.0	C0028420
metoprolol and amlodipine	5.0	C4301622
perflenapent	5.0	C0666513
phenoperidine	5.0	C0031432
trichlormethiazide	5.0	C0040899
paclitaxel poliglumex	5.0	C1702776
tropicamide, combinations	5.0	C3652438
bibenzonium bromide	5.0	C2347007
sulbutiamine	5.0	C0075501
meloxicam	5.0	C0083381
Insulins and analogs for injection, fast-acting combinations	5.0	C3540723
aluminium clofibrate	5.0	C0051149
oxprenolol	5.0	C0030040
ethionamide	5.0	C0015021
pimethixene	5.0	C0071069
phenazone, combinations with psycholeptics	5.0	C3653234
gestonorone	5.0	C0017508
poliomyelitis oral, monovalent, live attenuated	5.0	C3652519
formoterol and beclometasone	5.0	C3700404
idebenone	5.0	C0123163
norfloxacin and metronidazole	5.0	C5577412
glucosamine	5.0	C0017718
vonoprazan	5.0	C4080009
zinc chloride	5.0	C0078774
sodium chloride, hypertonic	5.0	C0036085
sodium iodohippurate (123I)	5.0	C0304999
lurbinectedin	5.0	C3898565
histamine phosphate	5.0	C0062740
bucetin	5.0	C0054195
guanoclor	5.0	C0061964
prazosin and diuretics	5.0	C3653024
thyroid gland preparations	5.0	C3652706
diclofenamide	5.0	C0012086
bremelanotide	5.0	C1721339
niceritrol	5.0	C0028009
nimodipine	5.0	C0028094
carbenoxolone, combinations with psycholeptics	5.0	C3653267
reserpine and diuretics, combinations with other drugs	5.0	C3653226
vilanterol and fluticasone furoate	5.0	C3700389
pseudoephedrine, combinations	5.0	C3653085
spesolimab	5.0	C5238146
bietaserpine and diuretics	5.0	C3652435
nomegestrol and estradiol	5.0	C3652735
clobetasone	5.0	C0360518
orciprenaline, combinations	5.0	C3652818
atenolol	5.0	C0004147
beinaglutide	5.0	C5139820
diphtheria-poliomyelitis-tetanus	5.0	C1532221
nicardipine	5.0	C0028005
bromocriptine	5.0	C0006230
phenothrin	5.0	C0070585
trypsin, combinations	5.0	C3653092
alendronic acid, calcium and colecalciferol, sequential	5.0	C3652937
selegiline	5.0	C0036579
malaria vaccines	5.0	C0206255
valsartan and aliskiren	5.0	C2733073
pyrazinamide	5.0	C0034239
etofenamate	5.0	C0059868
pertussis immunoglobulin	5.0	C0443681
ramipril and diuretics	5.0	C3653059
dasiglucagon	5.0	C5139868
pralidoxime	5.0	C0071808
azapropazone	5.0	C0003524
zoledronic acid	5.0	C0257685
setmelanotide	5.0	C4279595
aluminium nicotinate	5.0	C0770544
fusidic acid	5.0	C0016875
ritiometan	5.0	C0771650
ranimustine	5.0	C0243666
methoxamine	5.0	C0025681
sobrerol	5.0	C0074714
altizide and potassium-sparing agents	5.0	C3653017
prasterone	5.0	C0011185
nusinersen	5.0	C4301236
sofosbuvir	5.0	C2976303
hydroxychloroquine	5.0	C0020336
sulglicotide	5.0	C0075614
sorafenib	5.0	C1516119
umbralisib	5.0	C4682392
glycobiarsol	5.0	C0301343
fosfestrol	5.0	C0060692
hexylresorcinol	5.0	C0019497
cinepazet	5.0	C0055739
lonidamine	5.0	C0065175
methyldopa (levorotatory)	5.0	C0025741
bosutinib	5.0	C1831731
cloperastine	5.0	C0055930
praziquantel	5.0	C0032911
spectinomycin	5.0	C0001268
ademetionine	5.0	C0036002
tedizolid	5.0	C2744850
xenon	5.0	C0043339
ritonavir	5.0	C0292818
darunavir and ritonavir	5.0	C1976853
lenacapavir	5.0	C5244461
talimogene laherparepvec	5.0	C1831828
mecasermin rinfabate	5.0	C1696547
metolazone and potassium-sparing agents	5.0	C3652951
calcifediol	5.0	C0006657
faldaprevir	5.0	C3661290
carumonam	5.0	C0054835
imidazole salicylate	5.0	C0063384
amsacrine	5.0	C0002699
ospemifene	5.0	C1313616
telithromycin	5.0	C0907410
ublituximab	5.0	C4083151
strontium (89Sr) chloride	5.0	C4316785
artemisinin and piperaquine	5.0	C5577408
perflubutane, phospholipid microspheres	5.0	C3871433
phenazone	5.0	C0003420
bulevirtide	5.0	C5139876
clorindione	5.0	C0055939
befunolol	5.0	C0053071
isepamicin	5.0	C0124008
bevonium and psycholeptics	5.0	C3652926
pentanedioic acid imidazolyl ethanamide	5.0	C3660913
melevodopa	5.0	C0064871
choline fenofibrate	5.0	C2586675
ciprofloxacin and metronidazole	5.0	C3871468
azithromycin, fluconazole and secnidazole	5.0	C3871463
hydrochlorothiazide, combinations	5.0	C3653118
amlodipine	5.0	C0051696
guaiacolsulfonate	5.0	C1714166
thioacetazone and isoniazid	5.0	C3652707
combinations of sulfonamides	5.0	C3653130
panitumumab	5.0	C0879427
cyclothiazide	5.0	C0056831
asunaprevir	5.0	C3491974
bisoprolol	5.0	C0053799
nadifloxacin	5.0	C0286402
oxyphenonium, combinations	5.0	C3652812
mepixanox	5.0	C0071070
prifinium bromide	5.0	C0034301
histamine dihydrochloride	5.0	C0543456
von Willebrand factor and coagulation factor VIII in combination	5.0	C3652792
adrafinil	5.0	C0101700
polyestradiol phosphate	5.0	C0071554
isometheptene	5.0	C0064007
tiaprofenic acid	5.0	C0076653
diclofenac and antiinfectives	5.0	C3652990
terbinafine	5.0	C0076110
formoterol and fluticasone	5.0	C3700403
diacerein	5.0	C0057678
medroxyprogesterone and estrogen	5.0	C1875129
sotorasib	5.0	C5418250
dipyrocetyl	5.0	C2825247
isocarboxazid	5.0	C0022154
fotemustine	5.0	C0060696
lactic acid producing organisms, combinations	5.0	C3652861
dosulepin	5.0	C0013065
bifemelane	5.0	C0106291
voclosporin	5.0	C2607219
cinitapride	5.0	C0055747
ipratropium bromide	5.0	C0700580
mianserin	5.0	C0025912
enprostil	5.0	C0085191
pyridoxine (vit B6)	5.0	C0034272
lactic acid	5.0	C0064582
